Despesas por função - educação e cultura - municipal
Sigla;Código;Município;2010;2011;2012;2013;2014;2015;2016;2017;
MG;3114402;Carmo do Rio Claro;7152450,3;9249235,26;9678820,43;9430265,65;11403541,08;11236878,81;10683764,15;10804623,14;
MG;3114501;Carmópolis de Minas;5231438,43;6461627,5;7116735,92;9438945,35;10628018,57;9981569,33;10256074,54;12032748,65;
MG;3114550;Carneirinho;7289805,85;8097023,61;8073263,46;9155723,2;11983927,47;11744983,5;10802001,64;10794961,39;
MG;3114600;Carrancas;1636366,7;1912674,05;2208119,66;2324764,28;2965332,11;2736103,16;2711123,24;2935138,46;
MG;3114709;Carvalhópolis;2422518,07;3058703,61;3437958,04;4110994,3;3022744,79;3947320,38;3330258,78;3430643,79;
MG;3114808;Carvalhos;1952618,71;1984491,08;2123365,42;2518757,61;2295598,33;3055555,5;2543335,49;3069847,31;
MG;3114907;Casa Grande;2066192,94;2217351,99;2534055,79;3169902,01;2754236,66;2633030,28;3494230,54;2952542,98;
MG;3115003;Cascalho Rico;570691,89;1946834,95;2638990,15;2609197,05;3555109,71;3831499,51;4284433,22;4299557,57;
MG;3115102;Cássia;6183398,52;6283464,99;7858053,47;8009540,42;8983547,02;9422716,2;8803057,26;10205971,12;
MG;3115201;Conceição da Barra de Minas;2095196,61;2048784,12;2101099,94;2465744,82;2566720,09;2833496,05;2724494,81;2912855,17;
MG;3115300;Cataguases;14542986;21912597,22;19471697,83;28644333,55;29061111,06;31274504,65;34197121,39;35746152,75;
MG;3115359;Catas Altas;4633148,19;6167633,96;7074489,37;6685793,48;9316760,39;7813031,79;7463829,52;9948238,38;
MG;3115409;Catas Altas da Noruega;1416804,31;1630209,56;2234357,42;2367374,02;2396154,75;1996453,3;2343120,02;2645068,16;
MG;3115458;Catuji;4696640,46;4763574,49;5041822,05;5156561,86;6963834,15;6051503,78;7052196,39;8026132,44;
MG;3115474;Catuti;2526114,74;3051835,11;4239994,84;3270506,6;4251612,44;3609665,07;3654110,32;3973564,82;
MG;3115508;Caxambu;7392703,98;7408582,08;8021245;8391661,89;9178215,9;9185861,57;9210885,42;9955395,82;
MG;3115607;Cedro do Abaeté;1366396,8;1354796,86;1438646,38;1840872,5;2233762,01;1773685,2;1793954,25;2217617,63;
MG;3115706;Central de Minas;1719837,82;2176505,3;;2372547,65;2820083,52;4830346,78;3472170,96;3550963,33;
MG;3115805;Centralina;3803843,61;4602914,53;4268493,24;4203632,04;4892097,47;4789122,1;;5554952,12;
MG;3115904;Chácara;1934252,07;2557220,1;3338139,67;3097568,33;3070929,71;2946476,09;2960535,46;3103877,76;
MG;3116001;Chalé;1543420,32;1668171,87;2156653,92;1399646,67;2140201,26;2245929,07;2362432,41;3294035,09;
MG;3116100;Chapada do Norte;6698262,33;6417970,55;10445963,76;8649616,86;10377540,18;11060331,54;11102710,96;9500519,37;
MG;3116159;Chapada Gaúcha;4295490,88;6320792,84;7349249,93;6796002,09;8272754,54;7917566,72;10039005,16;9205457,25;
MG;3116209;Chiador;3185248,93;2847643,17;3567162,68;3493888,04;3623186,84;3453225,53;3487586,33;3932155,65;
MG;3116308;Cipotânea;1693420,64;1858468,25;2013091,12;;2622475,12;;2739334,24;3010414,23;
MG;3116407;Claraval;2925686,21;2970574,68;2887184,91;3703802,55;3785555,89;4187559,15;4097702,07;4906790,73;
MG;3116506;Claro dos Poções;2703163,53;3367500,96;3254457,05;4184774,76;3793638,52;3943517,91;4745183,49;5341122,64;
MG;3116605;Cláudio;11797533,76;10982599,2;12730523,98;14515332,76;17280116,21;18839329,95;18087454,36;18963322,31;
MG;3116704;Coimbra;2558446,56;3333975,93;4309605,38;3766724,66;3541322,6;3819046,81;4374118,59;4511438,8;
MG;3116803;Coluna;3000646,96;3616624,37;3561599,96;3494171,2;4345153,65;5624318,13;4714140,51;4429050,33;
MG;3116902;Comendador Gomes;2271910,92;2159156,12;2646862,83;2804137,14;0;3354965,89;3588086,78;4272860,07;
MG;3117009;Comercinho;3500103,13;4399482,64;5935707,47;4818282,31;5208684,22;5894247,17;6273504,29;5870759,85;
MG;3117108;Conceição da Aparecida;4011062,64;4121172,66;4504656,56;4567708,87;5483842,41;5495423,32;6337445,94;7175310,77;
MG;3117207;Conceição das Pedras;1288497,1;1570088,55;1762686,06;1804724;2442960,45;2060356,82;2224292,5;2195184,32;
MG;3117306;Conceição das Alagoas;12601642,01;14830539,5;17306793,01;14314958,44;18384673,08;18870338,78;19791438,53;22182870,53;
MG;3117405;Conceição de Ipanema;2271424,76;2262269,32;2892695,12;2966872,36;3017098,02;3041200,68;3298966,67;3712168,9;
MG;3117504;Conceição do Mato Dentro;6821055,7;8722891,94;10810862,6;15827359,38;17949896,87;24050017,96;23668357,16;22322270,43;
MG;3117603;Conceição do Pará;2197634,26;2416278,96;2474492,73;3230281,19;4063950,05;3817934,21;4310655,46;5097575,88;
MG;3117702;Conceição do Rio Verde;4650518,88;4709077,13;6251901,6;7038308,38;8052541,8;7724556,82;8448272,39;9249718,86;
MG;3117801;Conceição dos Ouros;4885484,97;4949886,41;5581295,01;5879700,5;6446606,89;7090840,7;6836010,83;7143286,88;
MG;3117836;Cônego Marinho;3138820,49;3411502,5;3620092,35;3877945,65;5283158,05;4909769,11;5542739,86;5387937,01;
MG;3117876;Confins;4216509,88;4927429,87;5549824,56;7618345,74;7674780,92;7470590,23;12774551,74;12033349,92;
MG;3117900;Congonhal;2780110,95;4340850;4707458,59;4066222,38;4848160,25;5472375,43;5687860,02;6103201,09;
MG;3118007;Congonhas;29474235,16;59497795,6;56937373,64;53825041,83;72990166,5;83480290,2;80079569,26;80552777,88;
MG;3118106;Congonhas do Norte;1638839,56;2348770,25;2390078,03;2822831,57;2812924,87;2669757,3;2688435,55;2393319,44;
MG;3118205;Conquista;2834150,71;3863097,69;3987209,11;3900035,27;3865854,67;4094338,99;4404298,38;5650735,64;
MG;3118304;Conselheiro Lafaiete;29961206,74;36387019,09;43726071,58;47932035,42;55513585,57;60012124,23;0;68547366,68;
MG;3118403;Conselheiro Pena;5833197,55;7511822,29;8653699,72;9977488,38;3332088,27;10220881,7;11774976,64;12629907,73;
MG;3118502;Consolação;1039251,32;1421973;2181982,78;1710650,51;2019064,8;2281704,56;2245568,42;2452145,97;
MG;3118601;Contagem;221271937,95;229447743,39;252158461,66;280637179,95;319436097,09;313146606,55;312282765;361939041,64;
MG;3118700;Coqueiral;2957696,56;3994271,22;3497335,53;;4337666,23;3855813,91;3737567,29;3739157,87;
MG;3118809;Coração de Jesus;6253065,56;7484128,57;9111335,64;7660073,05;8613935,76;10052382,87;9598097,82;10056814,55;
MG;3118908;Cordisburgo;2427949,26;2459959,41;2803093,27;2939436,35;3161709,36;3793426,89;3748987,51;3879235,8;
MG;3119005;Cordislândia;2027630;2106809,08;2528064,97;2701334,96;3656205,39;3165135,36;3151613,9;2834135,18;
MG;3119104;Corinto;7486170,36;7714641,4;9059728,55;10626749,52;12101726,17;13110260,82;15829413,31;15470753,75;
MG;3119203;Coroaci;5271513,07;6027841,78;5577335,54;7117728,01;6872094,87;6751299,89;6724268,68;7190522,11;
MG;3119302;Coromandel;8035368,12;9376829,04;10835605,75;11395723,33;14757940,63;15743848,03;16063386,95;17640710,94;
MG;3119401;Coronel Fabriciano;27616595;32988076;34821866;39530616,35;42327214,29;40967279,88;42245319,33;54912062,65;
MG;3119500;Coronel Murta;3651228,24;3648479,7;4446969,02;4377638,09;5224243,31;5511362,88;6036160,41;6536655,44;
MG;3119609;Coronel Pacheco;2139815,73;;;2767649,33;2535911,99;;2956687,77;2824312,43;
MG;3119708;Coronel Xavier Chaves;1607312,14;1513381,21;1383074,22;1817756,7;2345634,89;2316392,89;2557213,69;2731389,24;
MG;3119807;Córrego Danta;1651906,32;2125762,93;2976528,88;2564332,7;2759375,22;2521525,91;2812786,9;3097060,55;
MG;3119906;Córrego do Bom Jesus;1537808,93;1526389,89;1720044,29;2247939,33;2044553,91;2280050,37;2188619,86;2598715,98;
MG;3119955;Córrego Fundo;2757748;2974772;3369664;3332959,4;4007667,97;4071579,71;4280240,07;4875071,09;
MG;3120003;Córrego Novo;1825705,6;2088170,97;2239233,03;2634314,03;2450366,44;3540859,05;3964571,61;3089790,13;
MG;3120102;Couto de Magalhães de Minas;2306197,03;2692550,2;2705466,53;2848475,58;3640303,08;4021691,06;4147921,45;4601496,17;
MG;3120151;Crisólita;3163880,49;3591716,45;3395284,03;4044863,89;4695183,73;4370039,73;5102801,13;5168918,72;
MG;3120201;Cristais;4315619,54;4495738,3;5038353,53;5292996,09;6802810,99;7777393,53;7737379,83;8178431,15;
MG;3120300;Cristália;3009527,48;3714320,13;4280944,83;4640932,86;5059376,83;4364825,93;4586111,1;5102767,71;
MG;3120409;Cristiano Otoni;3159605,3;3294544,8;4277520,95;3761324,43;4112342,23;4406241,02;4692650,87;5413567,97;
MG;3120508;Cristina;3151097,04;3674357,72;4191745,09;4452202,44;6138808,13;5653542,57;6272422,56;6454853,97;
MG;3120607;Crucilândia;2534965,81;2499025,57;3245968,86;3903272,34;;3235233,54;3471118,25;3964860,42;
MG;3120706;Cruzeiro da Fortaleza;2937552,94;2855111,25;3335074,23;3391940,68;4370428,88;4642728,15;5146875,86;5430182,33;
MG;3120805;Cruzília;5562750,97;;;7086093,21;7216162,87;8302412,7;9566545,36;9543692,81;
MG;3120839;Cuparaque;2248178,83;2806739,47;3815052,18;3436066,66;4309353,36;3344858,06;4533446,83;5128236,15;
MG;3120870;Curral de Dentro;2542074,1;3305288,69;3764669,21;3706199,85;4145154,56;4856485,98;5542177,32;5505899,24;
MG;3120904;Curvelo;18946276,62;24651169,52;25273918,67;27804718,5;31084809,47;32836044,48;37101228,8;38135275,37;
MG;3121001;Datas;2498318,59;2808715,19;;3436283,12;4129880,55;3597827,96;4198923,7;3823156,71;
MG;3121100;Delfim Moreira;3160882,54;3791458,49;4795661,11;4837234,39;5020169,44;5384312,45;5500036,3;5181375,25;
MG;3121209;Delfinópolis;;4433298,33;4758699,79;4935264,85;5963440,8;;5742924,07;;
MG;3121258;Delta;5298794,5;6957013,52;8955887,36;9056174,67;7875522,9;0;9838288,51;10657534,54;
MG;3121308;Descoberto;2140680,91;;;2492669,68;2799311,66;2662188,14;3090974,48;2749730,23;
MG;3121407;Desterro de Entre Rios;1644706,86;1749664,01;1882589,47;2170130,4;3872452,3;2738365,36;3140387,11;2905250,99;
MG;3121506;Desterro do Melo;2248123,72;2394136,52;3166957,42;3450980,73;3497916,41;3521449,02;3383526,15;3750435,3;
MG;3121605;Diamantina;14158786,15;13441681,84;15075275,79;16072683,6;19424734,76;22710003,38;19206360,15;21773642,17;
MG;3121704;Diogo de Vasconcelos;1791135,98;2504737,88;2610470,11;2435363,2;;3147344,37;4138623,57;3218074,94;
MG;3121803;Dionísio;1883000,48;2246051,47;2924309,99;2610761,87;2847547,43;2559704,38;3336365,94;3605288,38;
MG;3121902;Divinésia;1696188,05;1918095,48;1940221,63;2606866,04;3702703,95;2923708,46;2987145,84;3355127,88;
MG;3122009;Divino;5277062,13;7238826,62;7174956,2;8337077,6;7810775,3;7478285,38;8080516,1;8572472,66;
MG;3122108;Divino das Laranjeiras;1855835,11;2381002,24;2528352,3;2685528,96;;2511950,29;3120117,4;2875924,88;
MG;3122207;Divinolândia de Minas;3298541,21;4099610,38;4181283,86;3453299,27;5773458,21;4806192,75;5646253,29;5185525,76;
MG;3122306;Divinópolis;55044643,13;67218367,29;73950714,68;79988829,53;86889229,31;90069151,77;92607109,19;100927887,87;
MG;3122355;Divisa Alegre;3611379,97;3935530,13;4100706,14;4842363,52;5601106,96;5716762,41;6378462,93;6357218,9;
MG;3122405;Divisa Nova;2123377,28;2356634,86;2717866,95;2904576,95;3861355,95;4292861,65;4081837,93;4094010,78;
MG;3122454;Divisópolis;3572046,84;4221572,58;4829223,52;5397699,94;6343706,91;6071374,11;6292885,33;6698491,32;
MG;3122470;Dom Bosco;2111372,89;2280351,62;2929524,17;2367055,87;2428117,86;2752356,95;2791133,47;2787665,51;
MG;3122504;Dom Cavati;2664634,88;2415514,11;2460613,39;2808827,08;2757639,22;2845618,34;2920531,31;3139006,79;
MG;3122603;Dom Joaquim;1989564,01;2509829,93;4024009,82;3326221,64;3129263,65;2691307,58;2995255,03;3000217,45;
MG;3122702;Dom Silvério;2125667,69;3212773,13;3079884,58;2902331,83;3165443,56;3676920,8;3607427,29;3957775,26;
MG;3122801;Dom Viçoso;1066585,17;1302519,43;1646937,6;1578990;1956798,72;2218024,08;2346229,7;2498297,62;
MG;3122900;Dona Eusébia;2309240,99;2598891,46;3135524,81;2861766,64;0;0;3560384,7;3639238,63;
MG;3123007;Dores de Campos;3003594,56;4079620,75;;3862400,67;4924545,57;6640811,74;5539136,74;5116474,85;
MG;3123106;Dores de Guanhães;3015802,92;3383115,15;5185628,12;4536066,47;4174971,37;4622786,3;4737299,2;;
MG;3123205;Dores do Indaiá;5146917,52;5327537,7;6027509,75;6339004,2;7077228,88;9362401,81;8472120,5;8203103,94;
MG;3123304;Dores do Turvo;2437858;2512500,45;3305597,7;;2356684,47;2497222,73;2927225;3743781,58;
MG;3123403;Doresópolis;1410109,24;1615440,23;2772215,27;2087948,68;2559812,26;2465649,42;2350835,49;2618310,72;
MG;3123502;Douradoquara;1283946,55;1539418,49;1600469,06;1598053,16;1688236,03;1647216,73;1659639,07;1640232,05;
MG;3123528;Durandé;2294758,99;3258213,82;3095435,92;3837229,28;4384034,31;4756190,33;4301581,24;5661154,67;
MG;3123601;Elói Mendes;8121454;9151393;10889611;12621056,62;;15104223,87;16492778,6;16943208,23;
MG;3123700;Engenheiro Caldas;4969380,43;5528288,89;6842238,43;6873721,08;6986308,51;7395133,64;6553221,58;7288821,63;
MG;3123809;Engenheiro Navarro;2821852,05;2856806,46;2873189,8;3190462,78;4266381,01;3930046,11;4048435,67;5263088,03;
MG;3123858;Entre Folhas;2437422,46;2225137,67;2688297,75;2700619,61;3662658,43;3067526,37;3505376,3;0;
MG;3123908;Entre Rios de Minas;5272132,06;5669873,83;6443021,49;6330093,56;7677644,83;7214818,32;7924255,7;8136506,96;
MG;3124005;Ervália;5170306,16;5696393,12;2397761,02;6576800,01;8439493,15;7503213,94;9775549,34;11219732,64;
MG;3124104;Esmeraldas;17490674,06;22923524,38;26205948,81;30748501,63;41890288,91;37349507,32;48268253,94;44436538,82;
MG;3124203;Espera Feliz;5998029,05;6894509,04;432063,76;8987327,41;10198012,13;9272312,48;11032539,91;13209530,51;
MG;3124302;Espinosa;8781964,73;10234575,14;12269421,57;11801413,19;13656730,21;12931079,61;13318120,45;15140699,5;
MG;3124401;Espírito Santo do Dourado;1803307,47;2713933,97;2204263,19;2590386,72;3402422,32;3004487,41;3742810,37;3902572,81;
MG;3124500;Estiva;3424032,94;3778926,15;3629974,63;4461626,16;6465315,8;5876091,6;5970534,07;6539317,1;
MG;3124609;Estrela Dalva;2382695,02;1743064,21;1768892,09;2019265,93;1947912,27;1967209,98;1846009,92;2342593,05;
MG;3124708;Estrela do Indaiá;1254532,23;1758872,33;1592456,91;1925215,22;1828229,72;1779803,3;1639219,87;1861183,28;
MG;3124807;Estrela do Sul;2918707,46;4096849,75;4614723,39;;4405744,59;4359263,07;4593363,34;4914653,38;
MG;3124906;Eugenópolis;3249370,91;3543579,9;4110879,89;4350788;5822982,86;5491147,01;6266271,04;6381044,92;
MG;3125002;Ewbank da Câmara;1962979,1;2365777,27;;3091890,59;3239630,95;3645130,18;3377196,8;3517182,12;
MG;3125101;Extrema;17185801,71;23103552,51;25568591,66;24785655,02;28199865,97;37245385,8;53768978,83;52592097,3;
MG;3125200;Fama;1378153,86;1651992,19;;1542371,16;1722256,8;1864300,46;1977305,12;1979483,71;
MG;3125309;Faria Lemos;1824138,42;1778023,93;2048803,27;2278939,04;2562512,68;3019528,17;2807230,13;3021035,78;
MG;3125408;Felício dos Santos;2573330,9;2866217,82;5099712,11;3615054,73;4226407,33;4235072,32;4426787,94;4635025,92;
MG;3125507;São Gonçalo do Rio Preto;2157956,14;2557497,57;2379257,88;2399520,05;3131437,22;3065839,27;3037864,88;3169153,8;
MG;3125606;Felisburgo;2403269,09;2947462,26;3175127,86;4579087,36;3573064,33;4178027,4;4108641,77;4563784,6;
MG;3125705;Felixlândia;6835928,62;7638406,34;10043987,55;8939885,06;9050420,07;10289467,12;11076940,94;10237731,29;
MG;3125804;Fernandes Tourinho;2001294,83;2189274,01;2159458,98;2242489,26;2808895,13;2950683,68;2354211,25;2888742,56;
MG;3125903;Ferros;3239609,86;3705629,26;4028078,4;6679185,15;5114557,09;5835819,85;5514761,51;4781181,13;
MG;3125952;Fervedouro;3520650,23;3216325,82;4227922,7;5661264,11;5438542,34;4877228,68;5078280,52;5468806,51;
MG;3126000;Florestal;2330922,47;2775036,1;3614562,46;2906918,97;4151669,1;4484616,15;3847390,24;4190874,41;
MG;3126109;Formiga;20480859,99;21572697,62;26913860,38;24806741,93;29712650,9;32046513,09;31912516,32;34185819,63;
MG;3126208;Formoso;4440071,58;4726280,92;4629539,9;4600613,25;5171216,42;6231595,15;6319375,75;6523378,33;
MG;3126307;Fortaleza de Minas;3124344,13;2959770,2;2749202,1;2948200;2810328,75;2673782,02;3512004,41;3441129,04;
MG;3126406;Fortuna de Minas;2147504,95;2746086,47;3323390,97;3640129,26;3567188,92;3721497,88;3724699,93;4112494,05;
MG;3126505;Francisco Badaró;2884313,74;2969536,93;;3580516,68;4545816,09;4461997,72;5120070,02;5273170,2;
MG;3126604;Francisco Dumont;2935992,13;3038072,09;4451407,57;3411706,36;4541165,53;4191632,27;4331069,58;4865796,96;
MG;3126703;Francisco Sá;7496121,48;7177580,8;7773740,22;10342843,98;11225419,22;10435556,33;10596008,07;11121517,26;
MG;3126752;Franciscópolis;3096638,14;3551560,61;3345574,09;3947330,4;;3588751,74;4125421,44;4887688,63;
MG;3126802;Frei Gaspar;3595755,5;3839563,39;4975893,77;5018581,7;4835901,93;5385105,61;6407406,12;4976098,18;
MG;3126901;Frei Inocêncio;3818739,64;3050113,35;;3726577,5;5222254,17;3418123,52;3836400,64;5016761,45;
MG;3126950;Frei Lagonegro;1709484,66;2030376,15;2435760,29;3314914,15;2750446,25;3127789,95;3309864,19;3510547,16;
MG;3127008;Fronteira;7624987,67;8775221,95;10980834,32;9373778,55;10619870,08;11465610,9;11933203,55;12976957,03;
MG;3127057;Fronteira dos Vales;2522323,78;2999954,01;;3610969,57;3203089,71;3231155,49;3231387,19;3412238,33;
MG;3127073;Fruta de Leite;2365705,77;2736307,23;3477770,26;3508240,67;3220377,03;3869942,36;5233961,29;4181955,02;
MG;3127107;Frutal;17437925,17;19993822,58;26448740,96;31193258,48;31817333,91;34013588,42;41907302,62;41721494,8;
MG;3127206;Funilândia;1833626,24;1208698,58;2904817,49;3492245,36;4129625,7;3641558,61;4105948,08;4545346,88;
MG;3127305;Galiléia;2452231,82;3442746,99;4042849,5;4263431,42;;4016971,14;4128363,95;3868090,11;
MG;3127339;Gameleiras;3347433,15;3852633,94;5797585,29;3748105,49;4059341,69;3428388,63;3458444,73;3996282,9;
MG;3127354;Glaucilândia;1527050,01;1918760,6;;2496914,8;2836848,05;2585178,6;2632335,09;2448785,72;
MG;3127370;Goiabeira;2312983,34;2127442,66;2217508,53;2609070,88;2928964,06;2734585,09;3091099,4;4424776,88;
MG;3127388;Goianá;2551846,54;1913416,94;2667781,84;2170434,39;2483582,24;2486356,94;2394751,37;2719915,61;
MG;3127404;Gonçalves;1899708,15;1904881,38;3660108,91;2697651,52;2930038,13;2875542,5;3170949,18;3344843,88;
MG;3127503;Gonzaga;2570222,04;3266958,76;3379375,03;4640064,58;;3829862,25;4079258,38;4602906,48;
MG;3127602;Gouveia;3887789,17;4001882,16;3688169,09;3906746,22;5916052,29;5557512,95;8402535,52;6869425,7;
MG;3127701;Governador Valadares;69021240,4;80318562,97;88770131,38;105296831,42;120603700,29;158192212,83;154080726,1;147039857,92;
MG;3127800;Grão Mogol;9115269,25;9677961,64;10129015,55;11419139,88;12072892,02;11654599,81;11810750,63;12415548,08;
MG;3127909;Grupiara;1520790,15;1549644,45;2069975,79;1670256,5;2022168,2;1933648,63;1941113,35;1941942,36;
MG;3128006;Guanhães;9181637,11;11295074,5;14102454,14;14371788,7;;18289772,36;15187641,89;17166384,94;
MG;3128105;Guapé;4826565,86;5313744,85;5370425,55;7260201,68;8510174,46;7638340,98;10126188,4;8496765,77;
MG;3128204;Guaraciaba;3044322,62;3094857,26;3242233,05;3864148,14;;5128154,56;4445737,06;4423565,93;
MG;3128253;Guaraciama;2192747,11;3662271,7;2701103,15;3284228,1;3372091,5;3431727,57;3365435,86;3595138,72;
MG;3128303;Guaranésia;6032022,08;7271707,5;9056069,81;8009589,96;9109992,63;9618173,61;14691731,96;11372073,2;
MG;3128402;Guarani;2958983,24;3927880,64;4737206,19;4579577,3;4544571,32;4391240,56;4953708,64;5387519,18;
MG;3128501;Guarará;2123047,48;2640878,03;2409508,65;3131755,97;3503545,54;3467169,19;3587973,09;3656154,94;
MG;3128600;Guarda-Mor;3733525,67;4311349,7;6311447,08;6064659,1;6436065,58;6840361,46;8446206,58;8369527,39;
MG;3128709;Guaxupé;15443332,44;17443313,19;23421974,45;25579378,7;30376294,95;29737482,35;28754831,52;;
MG;3128808;Guidoval;1703792,16;2256693,14;2636580,75;3505528,53;3128754,42;4329844,06;4009764,09;4819017,84;
MG;3128907;Guimarânia;;3178835,47;5906711,24;3875371,33;3618777,82;3856217,2;4482667,15;4952221,43;
MG;3129004;Guiricema;2554908,24;3183478,96;2618917,18;2662811,84;2833497,85;3100811,76;4236328,5;3369369,85;
MG;3129103;Gurinhatã;2465812,5;3251765,25;4299744,85;4263240,21;;5113895,37;;4320801,79;
MG;3129202;Heliodora;2280208,79;2576465,31;3176278,6;3102549,36;;3413400,63;3632518,44;3845572,33;
MG;3129301;Iapu;3122595,62;3708710,89;3730000,59;4995529,92;5255881,88;5804182,75;6134735,9;5890395,11;
MG;3129400;Ibertioga;2274537,07;2345379,76;2784959,02;3102781,77;;2873440,94;3172973,58;3472754,66;
MG;3129509;Ibiá;10456127,06;12042401,41;11932221,46;13703742,7;14781812,52;16713002,78;16530526,21;17682177,31;
MG;3129608;Ibiaí;3116289,07;3478083,37;3344332,45;3990897,73;;4743411,18;5484723,99;6122689,69;
MG;3129657;Ibiracatu;3769289,83;3972311,91;4481066,91;4480932,39;5476504,27;6846278,32;5646643,02;6078864,72;
MG;3129707;Ibiraci;4414883,22;5152537,68;5173874,46;6198845,36;6756471,08;6573159,59;8293950,78;7883349,9;
MG;3129806;Ibirité;31436275,06;52291720,26;54935969,87;65099906,07;69375349,31;73531342,01;77072773,19;77215270,24;
MG;3129905;Ibitiúra de Minas;1461226,98;1900524,8;1814444,65;1996981,83;2737646,91;2226092,9;2320131,46;2505493,77;
MG;3130002;Ibituruna;1917754,96;2075567,93;2086956,67;;2692945,4;2475916,55;2905279,65;2911519,78;
MG;3130051;Icaraí de Minas;3391390,67;4098291,4;4545458,64;4211052,86;4887873,06;5584632,73;6240962,84;6173928,34;
MG;3130101;Igarapé;11701103,24;13484408,81;16287956,09;19575696,79;22202819,41;21368721,93;23514605,51;23260602,2;
MG;3130200;Igaratinga;3516459,47;3938855,28;4841828,83;5128029,06;4669768,95;4534016,37;5718843,5;6134742,76;
MG;3130309;Iguatama;3161215,05;4048380,1;4483278,85;4391525,81;4839992,89;4867131,22;4785392,12;4797056,74;
MG;3130408;Ijaci;3957318,7;4489177,01;5169568,39;5465083,02;6808368,28;;5605225,78;6551054,05;
MG;3130507;Ilicínea;3846656,33;4275578,73;4863282,68;6019060,7;8446535,66;6383407,55;8054183,2;;
MG;3130556;Imbé de Minas;2327744,86;2874682,18;2736857,62;2441343,23;2543893,12;4600743,58;3357993,03;4022487,28;
MG;3130606;Inconfidentes;3020348,6;3040969,13;3105075,32;3240608,32;4745897,23;4516647,2;4683097,16;4797221,76;
MG;3130655;Indaiabira;3856006,47;4153014,24;5454269,4;5621625,56;6438305,96;5184073,23;5750625,13;5912297,68;
MG;3130705;Indianópolis;5011933,6;6103587,56;7366530,84;7296579,55;8889523,49;7477370,73;9085280,66;9374172,64;
MG;3130804;Ingaí;1632354,48;2080607,48;2045521;2245200,13;3185380,03;2884694,53;2745072,65;2737390,47;
MG;3130903;Inhapim;6271838,77;6941258,27;7470158,25;7303299,12;8388201,03;8705185,78;10545170,35;12539565,85;
MG;3131000;Inhaúma;2602344,12;3010191,85;2961270,71;3252787,75;3674038,37;4023299,44;4486990,6;5036128,98;
MG;3131109;Inimutaba;3163013,06;3261519,93;3822949,92;3992246,56;4869027,3;4678334,71;6074635,25;5636558,67;
MG;3131158;Ipaba;3484804,18;4426406,44;4742770,38;5331078,31;6276589,42;6261988,71;6125004,18;6862762,12;
MG;3131208;Ipanema;5367276,1;5059477,44;5373185,67;7444787,05;7142084,75;8526475,12;8370715,99;10380540,59;
MG;3131307;Ipatinga;98863517,86;110935297,8;115317041,6;115313402,59;130004276,17;138193074,06;155590174,1;140478743,5;
MG;3131406;Ipiaçu;;;;3516440,9;3251622,63;3644285,05;4097478,97;4428760,19;
MG;3131505;Ipuiúna;3589994,03;4035853,28;3946141,64;5415171,2;4489508,21;5529615,88;6197608,02;6328185,81;
MG;3131604;Iraí de Minas;3716745,67;4381035,08;3904454,27;4714326,38;4546534,35;4828764,37;4979190,89;5346392,29;
MG;3131703;Itabira;53931880,58;66684652,16;70699310,76;81020727,36;93757341,01;95689178,39;97953357,34;78714414,13;
MG;3131802;Itabirinha de Mantena;3143691,2;3739832,32;4200516,83;4521920,95;5849742,62;5104164,55;6175237,8;6287391,17;
MG;3131901;Itabirito;24566193,39;32640734,34;44817432,05;55114368,7;69824887,98;63436938,9;60993732,44;70566846,23;
MG;3132008;Itacambira;2453710,22;3243505,09;;3597611,81;4326882,99;4054694,66;3986671,97;4541825,29;
MG;3132107;Itacarambi;9585137,64;10708709,84;11023831,56;14329983,93;14658427,63;15550190,48;17224417,42;17768894,65;
MG;3132206;Itaguara;4260708,54;4944896,51;;5948362,23;6613112,12;7095775,56;7362780,11;7585437,53;
MG;3132305;Itaipé;5229161,2;6211847,7;8026341,29;8176515,05;8500425,25;8993136,47;9816215,15;9863236,96;
MG;3132404;Itajubá;26527940,5;30633334,67;32539265,35;38298070,89;42793258,6;41818379,91;46547841,92;47782213;
MG;3132503;Itamarandiba;9368021,66;11546345,01;11880587,97;18159223,58;17416073,16;16855610,58;19714667,39;18408991,59;
MG;3132602;Itamarati de Minas;2100118,68;2472033,56;2503812,87;3223709,84;3629627,89;3550613,9;3405959,34;3682087,13;
MG;3132701;Itambacuri;8643846,24;9479201,37;;10385958,79;13966075,86;14547528,34;13690122,33;14218665,32;
MG;3132800;Itambé do Mato Dentro;1385449,02;1430876,32;1901466,69;2195661,19;1963086,04;1664700,72;1721724,35;1848206,21;
MG;3132909;Itamogi;3996712,88;5026523,33;4655865,13;5959150,1;6152119,58;5573368,6;6319563,17;6448346,88;
MG;3133006;Itamonte;5671502,36;6707280,37;8158585,26;9280885,87;8739316,53;8729466,45;9339397,82;9338248,32;
MG;3133105;Itanhandu;5022212,48;5743186,73;6631312,07;6893409,51;8006873,25;7821193,66;8101209,17;8610071,26;
MG;3133204;Itanhomi;3590796,97;4108341,63;5248838,29;6187715,9;6664375,42;7270744,77;7998536,45;8551717,18;
MG;3133303;Itaobim;5558504,38;7378545,81;9801445,67;9912278,37;9994917;9208427,69;10811842,16;11079296,39;
MG;3133402;Itapagipe;6434930,56;7315953,73;7330984,36;8193540,55;8545628,73;9890361,46;9831086,11;11647403,22;
