Despesas por função - saúde e saneamento - municipal
Sigla;Código;Município;2010;2011;2012;2013;2014;2015;2016;2017;
MG;3125200;Fama;1506201,16;1692153,61;;2029338,04;2334703,54;2197479,12;2372919,87;2392009,92;
MG;3125309;Faria Lemos;1639586,28;1713742,56;2077160,93;1495627,2;3416250,14;2638618,07;2490067,28;2312818,08;
MG;3125408;Felício dos Santos;2181975,36;3045508,86;2732433,85;2882067,16;4191153,62;3943128,46;3940517,19;4470011,37;
MG;3125507;São Gonçalo do Rio Preto;1823062,74;1900757,33;2210370,56;2418846,06;2609006,74;2776252,02;3396977,71;3345075,09;
MG;3125606;Felisburgo;2095127,98;2357056,33;3854598,6;3383516,84;4209168,42;4984002,53;4586358,17;5039401,97;
MG;3125705;Felixlândia;5030909,32;5458896,09;5693447,94;6069568,39;6538278,16;6664980,24;8342163,01;7475077,79;
MG;3125804;Fernandes Tourinho;1464107,62;1931379,52;2540763,68;2639238,86;2568464,43;2538277,47;2544177,09;2928636,51;
MG;3125903;Ferros;3231070,34;3632482,87;3913323,57;4915487,53;5580306,64;7526394,1;6788524,58;11191166,64;
MG;3125952;Fervedouro;4691685,45;5537470,66;5882349,37;6531356,94;7838009,58;8042678,31;7900833,8;8491286,46;
MG;3126000;Florestal;2311913,42;2806214,07;3190706,08;3781087,94;4818370,1;5530927,28;4905297,14;5884216,56;
MG;3126109;Formiga;21350816,32;28408040,12;33379894,85;29314134,17;36404267,26;42581725,98;39800466,79;44394455,32;
MG;3126208;Formoso;2578796,71;3153186,71;3810613,49;3503747,61;4005945,72;4013794,45;4403024,37;5643775,49;
MG;3126307;Fortaleza de Minas;4019181,48;3972413,47;4039353,58;4277853,08;4413182;4211429,77;5267625,76;5608948,85;
MG;3126406;Fortuna de Minas;2114994,86;2238125,56;2680756,71;2982894,82;3413678,46;3639987,92;3804009,3;3966089,3;
MG;3126505;Francisco Badaró;3624374,96;4062324,42;;4272890,45;5720617,08;5630928,33;5433841,59;5802747,92;
MG;3126604;Francisco Dumont;2216036,38;2292676,56;2849497,95;2389120,71;3703638,02;4335238,05;3934034,71;3780548,86;
MG;3126703;Francisco Sá;10106848,49;10156867,61;10117141,27;14332361,92;15983708,97;16131511,01;16763065,02;14277079,68;
MG;3126752;Franciscópolis;2575772,16;3300491,02;3835465,12;3140069,93;;4040622,47;4420472,39;4388149,13;
MG;3126802;Frei Gaspar;1919120,57;2185071,4;2292994,43;2578018,44;2393918,82;2550954,76;4025531,87;3655044,5;
MG;3126901;Frei Inocêncio;4074445,72;3940918;;4620503,06;1809142,42;3738077,9;2731248,1;6425071,24;
MG;3126950;Frei Lagonegro;1765013,85;2085794,87;2519447,57;2468774,5;2844563,16;2743824,61;3253753,5;3234911,91;
MG;3127008;Fronteira;8042118,68;9050180,06;10908232,98;10360036,59;11457645,9;12372424,42;14414575,95;16325234,76;
MG;3127057;Fronteira dos Vales;2335905,68;2453364,84;;2663220,97;2411040,71;2713563,72;3863068,88;3450405,37;
MG;3127073;Fruta de Leite;2617973,01;3097262,29;3227102,66;4135787,71;3761377,37;3529403,83;3185158,27;3848872,52;
MG;3127107;Frutal;24566973,75;28051699,35;29017803,77;34952986,5;39648568,02;43299587,86;42584590,71;46025109,71;
MG;3127206;Funilândia;1999256,94;1505953,46;2502614,54;2947223,26;2762110,11;6628379,08;3873486,49;4074661,08;
MG;3127305;Galiléia;2427929,83;2690886,63;3115952,03;3557347,16;;3689718,11;3804244,09;4171460,34;
MG;3127339;Gameleiras;2750237,74;2803211,49;3754524,55;3699657,22;4431054,86;4554037,6;4001738,38;4091705,19;
MG;3127354;Glaucilândia;1529707,87;1867794,71;;2286440,59;2567032,51;2268620,5;2614888,73;2860814,4;
MG;3127370;Goiabeira;1624142,46;1819104,84;2160340,87;2354118,24;4135349,68;3075803,83;3175518;3437482,1;
MG;3127388;Goianá;2314289,22;2533409,48;3145624,22;3238726,83;3163989,04;3069200,21;3211518,86;3583786,31;
MG;3127404;Gonçalves;1877544,04;2269995,52;2691408,79;2720203,55;3441840,06;3252721,09;3405623,95;3632499,65;
MG;3127503;Gonzaga;2179227,63;3084496,92;3355602,94;3726377,42;;4124946,46;4774164,07;5132995,36;
MG;3127602;Gouveia;4483909,17;4731136,45;4804575,07;5119862,75;5555578,32;5756188,42;7782997,45;6490440,66;
MG;3127701;Governador Valadares;88884932,23;105631583,55;133038864,5;231508433,63;297911198,8;284991996,87;290583069,9;315656849,48;
MG;3127800;Grão Mogol;5842922,27;6584362,73;8090534,97;9085643,24;12240930,03;10521753,17;9218071,23;9598388,76;
MG;3127909;Grupiara;1829933,95;2232544,75;2460208,24;2476819,95;2763059,74;2672089,42;2758476,94;3507575,49;
MG;3128006;Guanhães;12311658,55;13715977,17;15145065,22;16973350,28;;28338475,63;25419560,68;25662892,08;
MG;3128105;Guapé;4935577,27;5894710,16;6379704,43;8331150,21;13343319,78;10157909,58;13346649,39;11585001,73;
MG;3128204;Guaraciaba;3111997,39;3274985,27;4077909,32;5022613,34;;4766776,9;4995945,8;6950151,34;
MG;3128253;Guaraciama;2059301,48;2072732,95;2475149,39;2891846,27;3567683,03;3141576,33;3476682,39;3390714,6;
MG;3128303;Guaranésia;7565365,13;9018590,32;9985300,82;10624997,18;9902308,44;9387337,43;10949324,44;14087774,32;
MG;3128402;Guarani;3336889,85;3795823,29;4486029,49;4668602,74;4849760,97;5040231,49;5098486,42;5134956,1;
MG;3128501;Guarará;2300092,92;2398907,55;2915473,79;2941129,98;4435889,33;3126715,55;4121624,25;3862546,36;
MG;3128600;Guarda-Mor;3475695,46;4422350,43;4401362,39;5999335,95;6570941,94;6619788,29;7740325,47;7715858,08;
MG;3128709;Guaxupé;13196074,86;14888442,82;17101740,12;23702787,96;27598800,26;24550550,25;28145858,08;;
MG;3128808;Guidoval;2936240,34;813485,04;1127702,1;3331447,49;3660671,83;3922059,68;4416279,4;5106667,33;
MG;3128907;Guimarânia;;3255524,48;4682689,84;4859224,22;4325336,8;5045644,2;5682812,99;6509974,11;
MG;3129004;Guiricema;2399321,92;2457634,37;3126781,83;3107185,48;4166460,62;3534362,85;3443795,59;3928795,37;
MG;3129103;Gurinhatã;2510902,05;2658634,7;3568528,56;3834186,07;;4702284,44;;4927590,05;
MG;3129202;Heliodora;2361196,59;2671003,1;3297131,3;3384748,86;;3656680,43;4130619,53;4006419,08;
MG;3129301;Iapu;4325323,67;4309907,6;4596430,96;4423089,16;5409300,95;5782286,02;5305852;5047685,59;
MG;3129400;Ibertioga;3363075,62;3177465,47;3704911,89;3622136,5;;4156289,01;4740201,48;5465115,05;
MG;3129509;Ibiá;12327054,74;13086661,62;12474847,45;14306999,14;16401997,75;16496770,04;18226786,16;20122854,57;
MG;3129608;Ibiaí;2612381,54;2632874,25;3018624,27;3418472,76;;3944842,76;4866353,09;4866013,32;
MG;3129657;Ibiracatu;2597779,33;2766744,09;3425770,6;3377686,64;4045263,57;4248197,32;4049376,87;4513334,63;
MG;3129707;Ibiraci;6273044,42;5896196,57;7168425,99;8351647,19;10217308,37;9256874,64;11771268,26;11838988,95;
MG;3129806;Ibirité;50583187,23;85611778,62;80164238,24;89457572,67;88013704,67;88057283,52;93414592,46;97447880,2;
MG;3129905;Ibitiúra de Minas;1737366,77;2005298,86;2339611,18;2652525,78;3487331,63;3346053,38;3544633,73;4036444,77;
MG;3130002;Ibituruna;1834153,93;2401889,33;2834133,39;;2879649,72;2871669,72;3176666,31;3089868,5;
MG;3130051;Icaraí de Minas;3974285,76;3560519,18;3866942,95;4082887,06;4673812,96;4857607,68;5110127,01;5634729,65;
MG;3130101;Igarapé;9677402,07;13951180,83;13654225,07;15189725,14;19943873,36;18210543,61;23029473,47;22031303,5;
MG;3130200;Igaratinga;3453961,26;3500281,99;3610309,04;5448971,73;5086054,21;6491320,46;7694990,17;8306065,94;
MG;3130309;Iguatama;5205310,36;6082311,21;6502415,98;6706363,9;8634601,71;8050848,44;6781915,1;6839914,14;
MG;3130408;Ijaci;3344019,33;4559934,34;5775649,78;6881004,9;7667993,66;;7123561,61;6886406,24;
MG;3130507;Ilicínea;4753378,49;6122439,31;6444458,05;6481626,74;7712722,56;7660674,96;8691784,37;;
MG;3130556;Imbé de Minas;2255939,19;2627878,65;3505967,75;2783634,81;3885100,16;7733814,4;4084686,78;8545410,06;
MG;3130606;Inconfidentes;2050046,31;2307481,1;2588321,49;3254992,5;3547090,08;3509065,18;3885441,02;4450630,6;
MG;3130655;Indaiabira;3089044,8;3554472,95;3930019,71;3829957,36;5067116,78;3947132,89;4760423,66;4473271,62;
MG;3130705;Indianópolis;3881257,15;4302413,33;4779853,76;4739287,32;3478922,3;3766366,28;289396,74;6122316,46;
MG;3130804;Ingaí;2119694,91;2210807,06;2368418,15;2697392,42;3355996,95;3298776,67;4773704,04;4251903,25;
MG;3130903;Inhapim;7189243,21;6240222,03;7958060,5;8820271,86;13328089,44;15092838,88;14011455,53;13452061,01;
MG;3131000;Inhaúma;3036216,54;3409564,42;2806508,28;4577684,48;4729196,07;4740117,84;5460088,3;5377736,64;
MG;3131109;Inimutaba;2569847,3;2640399,72;2776661,46;2838163,2;4073510,98;4134131,74;4330966,56;5125858,03;
MG;3131158;Ipaba;4370450,51;4178442,84;5473828,8;6447144,07;8194275,25;8516067,41;7809982,09;8212035,2;
MG;3131208;Ipanema;5698803,72;6545613,04;7614188,97;8804092,06;9766533,23;10544482,6;11125779,59;11567287,59;
MG;3131307;Ipatinga;178739631,09;190292745,23;211476228,87;194753058,35;259863168,96;278883797,81;282055055,87;276917555,94;
MG;3131406;Ipiaçu;;;;3571125,26;3667152,82;4291395,39;4716831,53;5259911,47;
MG;3131505;Ipuiúna;3440653,02;3477331,18;3623010,45;4352800,88;4495229,54;4442213,23;5377309,18;6140937,11;
MG;3131604;Iraí de Minas;2761449,29;2727576,5;6480151,79;3713299,41;5292777,68;5772505,22;4047557,83;4957813,93;
MG;3131703;Itabira;91758762,41;109269236,98;116200197,35;137838255,48;161975496,02;156668545,61;173243984,36;161244630,7;
MG;3131802;Itabirinha de Mantena;3268807,53;3391065,21;3471920,46;4396835,47;4097104,09;6153244,17;5253638,63;6569855,8;
MG;3131901;Itabirito;29124233,12;33176207,24;45566055,64;48774599,4;71594526,96;64135300,9;69333044,38;74666301,5;
MG;3132008;Itacambira;1900449,89;2280048,4;;2938344,02;3174258,01;2697905,78;2869327,51;3243762,18;
MG;3132107;Itacarambi;6993619,56;7259430,34;8380435,55;12026679,31;12554459,98;11574452,84;12027487,85;13400941,47;
MG;3132206;Itaguara;5733024,02;7352321,28;;9737750,08;11615290,55;11414083,77;11828700,52;12911750,92;
MG;3132305;Itaipé;3657752,06;3842782,4;4459661,26;4505147,8;4357963,27;4638490,66;5249574,93;6768111,61;
MG;3132404;Itajubá;21253258,65;24371806,51;28662815,38;33792465,27;37948757,69;49111842,6;77352869,56;85500484,95;
MG;3132503;Itamarandiba;9262949,55;10948758;13963761,23;12762744,08;14325476,23;15360812,38;17309158,13;17837123,22;
MG;3132602;Itamarati de Minas;1971608,54;2374486,71;2745803,75;2802459,69;3359346,22;3137082,8;3272349,62;3855452,56;
MG;3132701;Itambacuri;9858539,15;8792689,99;;13404978,36;17147843,25;19197528,21;19584581,92;18686621,1;
MG;3132800;Itambé do Mato Dentro;1760730,06;2104688,84;2573672,67;2820565,77;3215935,8;3003322,19;3315900,27;3734714,48;
MG;3132909;Itamogi;4544817,63;5414227,82;5616236,4;6563916,63;7292565,72;7153798,67;8028956,86;7956894,93;
MG;3133006;Itamonte;4734625,83;5693706,14;5913093,85;7190917,91;8702374,79;8692728,07;9034831,26;7881984,62;
MG;3133105;Itanhandu;7188039,28;7770276,46;8958198,09;9147933,9;10583510,97;11169577,15;19928064,56;21017452,25;
MG;3133204;Itanhomi;3315716,05;3202918,35;4271565,24;4603836,54;5402570,14;5403476,67;5539111,75;6786890,45;
MG;3133303;Itaobim;6146048,43;6282234,71;8929587,01;8943189,59;10118339,09;13021381,6;12307205,05;13597329,54;
MG;3133402;Itapagipe;7306238,17;6771613,42;7561575,61;8044126,71;9053767,93;9074172,56;9911752,27;11695018,36;
MG;3133501;Itapecerica;6099911,98;6771911,1;6144363,68;6581159,73;8809019,38;9491745,19;10609826,11;13190473,57;
MG;3133600;Itapeva;3693251,19;4538798,51;5938800,65;6231056,89;;7540471,83;9813033,16;8655023,78;
MG;3133709;Itatiaiuçu;7012805,87;8545261,42;12159096,36;14823374,74;19833523,62;24273247,53;20706801,89;17244353,31;
MG;3133758;Itaú de Minas;8759840,47;9297590,6;12046118,77;13543921,55;14747563,93;15005178,19;14207293,56;14704677,93;
MG;3133808;Itaúna;42851256,8;55566618,99;57482008,46;57397159,43;72459699,27;80006098,24;81011527,79;87274542,84;
MG;3133907;Itaverava;1338254,88;1533032,42;1839510,77;2615552,4;3565395,84;3357295,97;3532488,81;3656729,46;
MG;3134004;Itinga;3293216,84;3761708,84;;4493616,14;6057342,04;5965045,65;6789068,39;6499938,25;
MG;3134103;Itueta;2025567,88;2242743,47;2168876,95;3450762,2;3532197,76;3174400,23;3688437,84;3947656,71;
MG;3134202;Ituiutaba;41608109;42815549;58501493;62755602,09;80102452,7;82447764,79;85326750,19;87794943,48;
MG;3134301;Itumirim;2508337,54;2593747,4;3061472,82;2797095,77;;4371805,39;4499105,07;5359306,21;
MG;3134400;Iturama;19833202,14;21785791,05;22263212,65;24083864,86;;25588949,67;27718647,61;31942896,45;
MG;3134509;Itutinga;2016090,2;2406813,22;2973957,84;3126881,19;4288420,83;3944882,87;4607901,21;4939921,02;
MG;3134608;Jaboticatubas;5351499,21;6805074,94;7272652,92;9149971,55;11374099,59;11664724,02;10750564,5;11566126,5;
MG;3134707;Jacinto;5406156,68;7816765,15;6683712,44;6643887,65;8274323,17;7340803,1;8592666,35;8506985,05;
MG;3134806;Jacuí;2635589,58;2665452,54;3324656,13;3690495,7;4599996,55;4723785,02;4781142,31;5428472,48;
MG;3134905;Jacutinga;8289753,84;10756009,29;11738068,02;14831159,98;18823416,35;16301045,83;16603580,93;20710240,35;
MG;3135001;Jaguaraçu;1661935,36;2336246,86;2871943,88;2178822,77;2942396,04;3173569,34;3394548,73;3427567,62;
MG;3135050;Jaíba;10688200,98;9651855,2;11275047,88;11230933,97;18965972,82;13508676,68;15532913,8;17729237,8;
MG;3135076;Jampruca;1912522,48;2288617,47;2905336,12;3124750,95;3166394,17;3083772,06;3360652,72;4166443,93;
MG;3135100;Janaúba;23643451,23;24366720,11;30625837,05;38195335,6;;62064403,61;64677723,27;70973453;
MG;3135209;Januária;16647684,26;18333806,89;20422408,85;26751818,58;27141457,24;26307415,15;5895369,25;31923907,95;
MG;3135308;Japaraíba;2141080,28;2025833,12;2654575,68;2380734,09;2902202,52;2788002,37;3570624,59;3791442,98;
MG;3135357;Japonvar;2931706,71;3830174,59;3370241,68;3881478,85;5044396,06;4461878,24;5114132,9;4662882,09;
MG;3135407;Jeceaba;5345656,7;6069693,25;7356464,81;8121005,34;12099890,41;9743159,93;12111244,84;12538622,72;
MG;3135456;Jenipapo de Minas;3023793,69;2636690,33;;3730212,59;4162718,74;3725535,14;4060442,71;4254491,78;
MG;3135506;Jequeri;4237604,08;5111804,48;5139718,05;5365797;9017537,02;6823596,37;8061031,9;7558439,19;
MG;3135605;Jequitaí;3067616,78;;;3806581,73;4624068,81;4376445,57;4894593,3;4693027,56;
MG;3135704;Jequitibá;2330875,45;2835875,11;3204722,4;3359385,43;4677199,24;4913043,08;4791351,27;4241716,62;
MG;3135803;Jequitinhonha;11149750,63;13348166,23;12241221,56;12059422,12;13697118;14105560,96;15349167,81;18621170,08;
MG;3135902;Jesuânia;2434881,99;3084685,63;2908485,35;3347351,69;3542568,9;3195977,82;3190394,02;3721199,31;
MG;3136009;Joaíma;5590996,98;5080143,42;5676026,38;7210281,68;9826938,06;8670154,29;9146015,81;9266818,52;
MG;3136108;Joanésia;2000226,97;2201502,93;2815820,71;2885331,88;3089077,66;3404421,86;4159222,79;3502268,97;
MG;3136207;João Monlevade;52000105;61065628;58729625;63633002;79965654;80994908;79288532;83443159;
MG;3136306;João Pinheiro;20801956,28;21160087,5;22011340,4;22622609,27;27799521,31;31773743,9;34267542,39;34182672,93;
MG;3136405;Joaquim Felício;2163343,4;2970399,41;2961270,77;2489868,13;4046921,46;3492040;4263110,3;3426777,96;
MG;3136504;Jordânia;3175397,5;3124104,77;4518895,32;4021373,82;4412359,75;4350002,32;5570587,59;5626447,87;
MG;3136520;José Gonçalves de Minas;1979717,51;2138280,9;2539819,67;3035625,3;4101305,39;4597016,07;3793530,93;3859851,45;
MG;3136553;José Raydan;1898943,13;2212409,09;2515155,3;3333596,71;3110914,43;2933511,82;3211506,38;3287320,97;
MG;3136579;Josenópolis;2034034,72;3311811,33;7167773,93;3144329,47;3475543,21;3156209,88;3514502,33;3778068,92;
MG;3136603;Nova União;2216477,85;2434399,11;2494070,71;2670506,84;3673767,91;3789632,62;4159645,5;5401158,68;
MG;3136652;Juatuba;12413652,54;13466230,73;14674382,37;15656153,45;;21788832,7;19458555,89;20778978,32;
MG;3136702;Juiz de Fora;301725900,72;344166609,54;394523800,69;402414565,85;470180716,76;526675592,23;561408974,61;577389240,78;
MG;3136801;Juramento;3000000;0;4852081,86;2160306,21;2926447,62;2920026,74;3105762,23;2930018;
MG;3136900;Juruaia;3109485,92;3368174,65;4141517,24;4938300,36;5832295,92;6469638,7;6645459,28;6623191,81;
MG;3136959;Juvenília;1827861,5;2451329,17;2866355,12;2422124,07;4062282,34;2996331,55;3424398,98;3421143,1;
MG;3137007;Ladainha;5375800,7;5016036,06;8294082,55;6673957,23;9449049,75;7908380,17;8235900,59;9674789,15;
MG;3137106;Lagamar;2846100;2718597;3338483;3853036,85;3992448;4917015;5968588;5777511,71;
MG;3137205;Lagoa da Prata;18704616,87;21450849,56;24798766,59;26129371,65;30410962,23;36517236,7;40049410,51;41832453,12;
MG;3137304;Lagoa dos Patos;1976670,47;1993950,64;2941609,99;2693112,75;2792261,14;2960761,58;2848256,2;3399577,35;
MG;3137403;Lagoa Dourada;4333701,23;3892596,4;4775299,78;5966424,76;5766956,05;5486667,72;6566161,64;6413451,02;
MG;3137502;Lagoa Formosa;7440947,19;9090605,54;10740835,26;12831798,36;13921127,48;12448880,23;15569371,52;17095675,64;
MG;3137536;Lagoa Grande;3583724,38;4041860,25;4575132,55;4508154,9;5557092,24;5276106,34;5445431,02;5966793,51;
MG;3137601;Lagoa Santa;26540334,85;32401532,77;27936031,41;35072861,8;40516708,47;41925091,77;45966284,29;45701633,18;
MG;3137700;Lajinha;7933315,68;7552856,92;8826267,8;8829967,22;10563875,94;11003487,45;12185558,85;11594523,64;
MG;3137809;Lambari;6750577,16;8100890,67;0;9656616,1;7984808,34;12182912,23;15763453,21;15986339,25;
MG;3137908;Lamim;2208036,68;2198759,02;2518460,88;;3607945,76;4052314,77;3581923,85;4250760,48;
MG;3138005;Laranjal;3794545,06;2883943,2;4743187,27;3381568,03;;3518465,58;4107956,54;4259775,14;
MG;3138104;Lassance;3659517,21;4855605,48;5492506,93;5180896,19;5176697,25;5729567,5;5553289,94;6073110,27;
MG;3138203;Lavras;51273057,15;57835660,27;63184010,39;69966556,97;78992013,86;87302855,6;90891541,07;95470362,64;
MG;3138302;Leandro Ferreira;1534021,25;1719047,43;1866385,28;2357300,75;2928633,72;2761452,63;3618418,03;3356521,41;
MG;3138351;Leme do Prado;2524275,09;2380266,78;2785938,85;2710716,44;3145225,95;3461955,95;3574633,24;4241462,67;
MG;3138401;Leopoldina;9973278,34;12985785,09;15180524,44;17544280,89;20607886,27;25447485,14;28624472,32;30651624,92;
MG;3138500;Liberdade;2198310,37;2389208,04;3228090,48;3012326,7;2927153;2736771,27;3100702,97;3820815,85;
MG;3138609;Lima Duarte;6324820,5;6383417,73;8052601,77;8935357,62;11691206,97;11550000,84;12443798,95;14350831,9;
MG;3138625;Limeira do Oeste;3375437,47;4160601,35;4827236,18;5496898;6871586,07;;6835306,13;8006230,35;
MG;3138658;Lontra;3064650,77;3656734,08;3765918,75;3296821,26;4909686,11;5318606,79;5442450,95;5174092,89;
MG;3138674;Luisburgo;2560834,41;2442861,78;2938627,37;3393855,28;;3885346,74;4243190,59;5355404,11;
MG;3138682;Luislândia;2460535,37;2701347,04;3404821,05;3051842,84;2992479,99;3183228,71;3387417,42;4005601,59;
MG;3138708;Luminárias;2326464,61;2248657,27;4094403,6;2780096,39;3256735,06;3269311,3;4134537,97;3909285,75;
MG;3138807;Luz;6885229,81;8228161,92;9953607,95;11938633,44;12477456,87;15289821,33;15180225,63;16486091,35;
MG;3138906;Machacalis;2617707,97;2895944,81;3827856,53;3509373,51;3935674,78;;4495095,07;4855438,92;
MG;3139003;Machado;16421085,83;15909500,02;29591711,54;28229814,65;26393491,67;25614466,29;25807465,88;29097071,69;
MG;3139102;Madre de Deus de Minas;2249178,58;2567149,14;2998924,41;3119517,76;3783582,11;4090904,49;4364398,61;4411247,92;
MG;3139201;Malacacheta;7347314,05;7956498,41;8925347,05;10226488,87;;12040603,28;14596173,06;13863138,65;
MG;3139250;Mamonas;2657065,64;2966218,62;3226630,04;4388112,02;4783274,89;3449491,89;5265374,88;3982675,11;
MG;3139300;Manga;5194614,11;5617931,13;8087727,6;7815324,86;8723654,53;11097916,14;10740627,65;11103752,3;
MG;3139409;Manhuaçu;53796282,29;51427252,96;57952642,48;61600135,7;65736698,79;81866381,57;83240468,63;92465286,72;
MG;3139508;Manhumirim;6911349,59;6859076,34;9325923,78;11004570,11;10835916,18;10705102,41;12372869,69;;
MG;3139607;Mantena;8643530,61;8625979,32;10592238,25;12125101,74;15786214,74;16333666,06;;17847980,14;
MG;3139706;Maravilhas;2778508,7;3155757,18;3748034,33;3966707,14;4799431,32;4860751,96;5793226,27;6268598,47;
MG;3139805;Mar de Espanha;3396747,87;4315558,84;3908846,16;3965336,82;0;0;6755749,93;6265044,35;
MG;3139904;Maria da Fé;4524836,1;5508070,65;6818392,53;7111071,98;7845549,31;7853877,33;8973386,51;10402619,36;
MG;3140001;Mariana;32502123,97;39581776,79;51371915,32;67398281,31;78903673,67;87024763,58;85053391,97;78418172,04;
MG;3140100;Marilac;1579367,68;2038223,06;2448344,18;2248659,6;2815135,73;;2731248,1;2295342,42;
MG;3140159;Mário Campos;2286794,61;2679042,14;3170283,59;4253534;5727223,56;6973323,58;7909105,62;13495608,22;
MG;3140209;Maripá de Minas;1915136,27;1673034;2376269,01;2337042,94;2338103,58;2463901,61;3254172,64;3060206,34;
MG;3140308;Marliéria;1872440,97;1498085,04;1869206,81;2924953,37;3501037,4;3329196,64;3710562,2;4241765,01;
MG;3140407;Marmelópolis;1561157,53;1726955,76;1910165,63;2446971,42;2722592,6;2514309,21;2561535,09;3279556,87;
MG;3140506;Martinho Campos;5140850,46;5766088,62;6001798,79;6681123,35;8201218,45;7752089,46;12237464,31;8388746,31;
MG;3140530;Martins Soares;2302356,76;;3308332,67;3253309,48;4122905,9;4881804,04;4058409,69;4297936,39;
MG;3140555;Mata Verde;2538877,33;2709711,28;2706780,79;3206920,09;3721611,74;3407956,81;3474510,91;3714565,52;
MG;3140605;Materlândia;1574649,75;2130605,56;2641319,4;2527440,48;2754806,22;2814066,56;3955399,39;3364092,83;
MG;3140704;Mateus Leme;9026942,14;12081066,36;13987961,79;17128449,04;20752816,7;19081754,59;18158504,24;19409393,94;
MG;3140803;Matias Barbosa;11506999,86;13102302,74;13146679,3;15600973,37;15016119,8;14914861,48;16070875,18;17162786,63;
MG;3140852;Matias Cardoso;0;0;5787556,85;4954137,22;5884922,91;6224384,94;6372260,92;6595051,35;
MG;3140902;Matipó;6601393,66;6895776,34;9587423,62;10770172,29;;10476277,57;9841427,28;11674247,74;
MG;3141009;Mato Verde;3909024,05;4216069,44;6275518,55;5117504,88;6068301,49;8681151,63;12791371,26;10002880;
MG;3141108;Matozinhos;12105859,75;12823369,92;14144921,09;15742298,66;18689353,36;19665307,07;23359011,11;7865655,78;
MG;3141207;Matutina;1784229,8;1804526,96;2188215,13;2257826,34;3238614,12;3170849,16;3041011,86;3333212,88;
MG;3141306;Medeiros;1790998;2008609;2281246;2547583,09;3143732,82;3216346,35;3392946,68;;
MG;3141405;Medina;6156996,89;7730019,16;8652823,88;8848615,08;8972714,88;8513513,97;10821120,6;14919680,98;
MG;3141504;Mendes Pimentel;2114016,5;2368062,61;;3007662,27;3749744,33;3104425,68;3972189,15;3908708;
MG;3141603;Mercês;2589068,02;2877366,14;5071275,68;3520106,15;4895084,96;5096606,74;5848659,72;4768493,97;
MG;3141702;Mesquita;1451286,96;1893163,08;2299744,09;2456321,97;3354787,24;3120561,04;3490247,07;3186943,65;
MG;3141801;Minas Novas;8429680,09;8542889,8;10676878,88;11361607,84;12866705,95;13553949,23;13209876,96;11688519,06;
MG;3141900;Minduri;2073039,13;2174491,09;2566156,99;2766192,78;;3279026,83;3440271,89;3942016,56;
MG;3142007;Mirabela;6346694,17;6100133,48;6866191,41;7029194,01;8083127,98;10663461,01;9510381,99;9470030;
MG;3142106;Miradouro;3243830,68;3512068,53;4031168,74;3575510,36;5591229;6821378,89;6928031,33;7162099,44;
MG;3142205;Miraí;4015941,12;4538349,6;5017963,24;5961857,44;;6604541,74;6488729,72;7733517,39;
MG;3142254;Miravânia;2349240,45;3053827,06;3094580,75;2838161,96;3385814,29;3728472,57;3487322,16;3514857,54;
MG;3142304;Moeda;2467694,11;2613216,03;2531715,12;4577684,48;1314217,02;3711486;3858643,92;4131113,36;
MG;3142403;Moema;4424999,91;5313209,35;4254653,72;4316140,59;5284617,68;5335306,47;5575938,35;5954942,64;
MG;3142502;Monjolos;1851108,49;2031762,63;2758310,71;2400221,94;3593996,91;3328010,67;3882261,87;3871801,16;
MG;3142601;Monsenhor Paulo;2309471,19;2775121,64;3022133;3847114,33;4517588,79;4847473,53;5923723,87;6022505,81;
MG;3142700;Montalvânia;4134565,81;4692338,45;5280413,63;5375284,42;7359963,61;9724685,88;13225133,44;7681888,2;
MG;3142809;Monte Alegre de Minas;6269885;9093326,1;16448475,69;15835630,15;13369239,17;15001621,64;16964113,46;16625444,91;
MG;3142908;Monte Azul;6236687,73;6958400,61;14595578,34;13437479,32;9500105,09;10977416,23;11312565,43;11714808,43;
MG;3143005;Monte Belo;3271408,12;3326038,73;3733473,43;4003508,9;;5029133,65;5657936,24;6089148,02;
MG;3143104;Monte Carmelo;18878672,46;22337919,97;26069846,13;28510928,93;24737695,35;31156784,96;35678867,23;40227154,93;
MG;3143153;Monte Formoso;1854124,18;;;;3227493,91;2974019,93;3358794,38;3218556,54;
MG;3143203;Monte Santo de Minas;6766762,31;7596703,09;8831247,7;9964701,37;10659108,62;11281836,92;12593415,14;14861096;
MG;3143302;Montes Claros;194196972,2;196909316,05;245215448;276687001,34;294232343,45;342904974,35;152171722,52;135574737,08;
MG;3143401;Monte Sião;8247097,96;14073630,85;9431222,55;10338343,08;13241643,26;13211903,22;13749632,97;12637252,65;
MG;3143450;Montezuma;2549068,55;2697395,51;3636247,59;5689405,27;8834483,83;4141507,89;4101013,34;4622293,22;
MG;3143500;Morada Nova de Minas;4888464,85;4785824,35;5085008,66;5043555,09;6723742,74;4920808,35;5642970,14;6072979,19;
MG;3143609;Morro da Garça;1703419,73;1851464,51;2174589,21;2723913,62;3322903,63;3653373,18;3208045,32;5367731,22;
MG;3143708;Morro do Pilar;2359547,06;2331840,35;3117349,15;3939589,86;5613348,09;;2524573,37;3436165,35;
MG;3143807;Munhoz;2046503,65;2142703,37;2886655,9;2982013,07;3437829,01;3613147,97;4207763,84;4161223,64;
MG;3143906;Muriaé;42014472,67;47062444,5;50703192,79;58735400,57;70381166,37;80877388,04;84545727,55;99309504,87;
